Name,Link,Wiki Summary
"Valenciennes, Pierre-Henri de",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=13593,No Wikipedia Entry Available for this artist
"Valentin, Curt",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=33008,"Curt Valentin (5 October 1902, Hamburg, Germany – 19 August 1954, Forte dei Marmi, Italy) was a German-Jewish art dealer known for handling modern art, particularly sculpture, and works classified as ""degenerate"" by the Nazi regime in pre-war Germany.
After 1927 Curt Valentin worked for Alfred Flechtheim in Berlin. In 1934, he worked at Karl Buchholz Gallery, Hamburg. In 1937, he emigrated to America, and opened a modern art gallery, Bucholz gallery, in New York City. He had permission to sell German art in America, from the Nazi authorities.
In 1951 the gallery was renamed the Curt Valentin Gallery. His gallery operated from 1951, until a year after his death in 1954, and handled works by many notable artists including Alexander Calder, Henry Moore, Marino Marini, and Jacques Lipchitz."
Valentin de Boulogne,https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=19114,No Wikipedia Entry Available for this artist
"Valentine, Dewain",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=35915,"De Wain Valentine is an American minimalist sculptor who was born in Fort Collins, Colorado in 1936. Often associated with the Light and Space movement in the 1960s, he is best known for his minimalist sculptures of translucent glass (such as Diamond Column in the collection of the Honolulu Museum of Art), fiberglass and cast polyester resin (such as Double Pyramid in the collection of the Honolulu Museum of Art) having slick surfaces suggestive of machine made objects. He lives and works in Gardena, California."
"Wach, Aloys",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=3332,"Aloys Wach or Aloys Ludwig Wachelmayr (sometimes Wachelmeier, 30 April 1892 – 18 April 1940) was an Austrian expressionist painter and graphic artist. He was born in Lambach, Upper Austria and died in Braunau, Upper Austria. While his birth places him close to the generation that laid the foundations of modern art and especially expressionism, his life as an artist, however, began after cubism, futurism and the expressionists of the Der Blaue Reiter and Die Brücke movements had initiated a time of great changes. In his later life, Wach abandoned his artistic roots and distanced himself from his early expressionist works by turning to religious imagery. Today, however, those early works are seen as his greatest accomplishments."
"Wachlmayr, Aloys",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=3332,No Wikipedia Entry Available for this artist
"Wachsmann, Anton",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=5623,No Wikipedia Entry Available for this artist
"Wachsmuth, Jeremias",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=22046,No Wikipedia Entry Available for this artist
"Wachter, Jorg",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=3371,No Wikipedia Entry Available for this artist
"Wachtle I, Hans",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=2801,No Wikipedia Entry Available for this artist
"Wacquez, Adolphe André",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=3333,No Wikipedia Entry Available for this artist
"Waddell, Harry Mann",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=8173,No Wikipedia Entry Available for this artist
"Wade, Elizabeth Flint",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=30068,No Wikipedia Entry Available for this artist
"Waechter, Georg Christian",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=27288,No Wikipedia Entry Available for this artist
"Wael, Jan Baptist de",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=24035,No Wikipedia Entry Available for this artist
"Wagenbauer, Max Joseph",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=3334,"Maximilian Joseph Wagenbauer (1775 Grafing - 1829 Munich), was a Bavarian artist.
After finishing school, Wagenbauer attended drawing classes in Munich, under Johann Jakob Dorner the Elder (1741-1813). At the turn of the 19th century he was producing mostly Neo-Classical watercolour landscapes. He served in the military from 1797 to 1801, receiving a royal artist's annuity after his service through the influence of Johann Christian von Mannlich (1741-1822), architect and general building director of the dukes of Zweibrücken. A condition of the royal stipend was that he produce paintings. He was appointed artist to the court and cabinet in 1802 and Inspector of the Royal Paintings Gallery in 1815. Wagenbauer focused increasingly on oil painting after 1810 and enjoyed the patronage of Maximilian I Joseph of Bavaria, who in 1811 commissioned him, Cantius Dillis (1779-1856) and Johann Jakob Dorner the Younger (1775-1852) to decorate the banquet hall at Schloss Nymphenburg with large paintings of Bavarian lakes.
In 1814 Wagenbauer toured Upper Bavaria. At that time he was a member of the art academies of Hanau, Berlin and Munich. Max Wagenbauer discovered numerous areas in Bavaria.  Wagenbauer's works departed from the classic tradition. He developed his own methodology where he combined careful observation with detailed study of nature, which became the cornerstones of his depictions of landscape. His paintings extolled the beauty of the Bavarian landscape, and inspired by Adriaen van de Velde and Paulus Potter, he produced a large number of animal studies. Wagenbauer also focused significantly on painting animals, a genre in which the influences of such artists as Adriaen van de Velde and Paulus Potter were evident. The genius of Wagenbauer was in the fact that even when inspired by other artists his own style was never overshadowed by theirs, thus resulting in a unique work."
Wagguno,https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=1962,No Wikipedia Entry Available for this artist
Hans Heinrich Wägmann,https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=34456,"Hans Henrik Ágost Gábor, Baron Thyssen-Bornemisza de Kászon et Impérfalva (13 April 1921 – 27 April 2002), a noted industrialist and art collector, was a Dutch-born Swiss citizen with a Hungarian title, a legal resident of Monaco for tax purposes, with a declared second residency in the United Kingdom, but in actuality a long-time resident of Spain, and son of a German father and a Hungarian and English American mother (related to Daniel M. Frost and John Kerry). His fifth and last wife, Carmen ""Tita"" Cervera, is a former Miss Spain titleholder."
"Wagner, Carl",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=14245,"Carl Wilhelm Wagner (May 25, 1901 – December 10, 1977) was a German Physical chemist. He is best known for his pioneering work on Solid-state chemistry, where his work on oxidation rate theory, counter diffusion of ions and defect chemistry led to a better understanding of how reactions take place at the atomic level. His life and achievements were honoured in a Solid State Ionics symposium commemorating his 100th birthday in 2001, where he was described as the Father of Solid State Chemistry."
"Wagner, Giuseppe",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=3335,"Wilhelm Richard Wagner (; German: [ˈʁɪçaʁt ˈvaːɡnɐ] (listen); 22 May 1813 – 13 February 1883) was a German composer, theatre director, polemicist, and conductor who is chiefly known for his operas (or, as some of his later works were later known, ""music dramas""). Unlike most opera composers, Wagner wrote both the libretto and the music for each of his stage works. Initially establishing his reputation as a composer of works in the romantic vein of Carl Maria von Weber and Giacomo Meyerbeer, Wagner revolutionised opera through his concept of the Gesamtkunstwerk (""total work of art""), by which he sought to synthesise the poetic, visual, musical and dramatic arts, with music subsidiary to drama. He described this vision in a series of essays published between 1849 and 1852. Wagner realised these ideas most fully in the first half of the four-opera cycle Der Ring des Nibelungen (The Ring of the Nibelung).
His compositions, particularly those of his later period, are notable for their complex textures, rich harmonies and orchestration, and the elaborate use of leitmotifs—musical phrases associated with individual characters, places, ideas, or plot elements. His advances in musical language, such as extreme chromaticism and quickly shifting tonal centres, greatly influenced the development of classical music. His Tristan und Isolde is sometimes described as marking the start of modern music.
Wagner had his own opera house built, the Bayreuth Festspielhaus, which embodied many novel design features. The Ring and Parsifal were premiered here and his most important stage works continue to be performed at the annual Bayreuth Festival, run by his descendants. His thoughts on the relative contributions of music and drama in opera were to change again, and he reintroduced some traditional forms into his last few stage works, including Die Meistersinger von Nürnberg (The Mastersingers of Nuremberg).
Until his final years, Wagner's life was characterised by political exile, turbulent love affairs, poverty and repeated flight from his creditors. His controversial writings on music, drama and politics have attracted extensive comment, notably, since the late 20th century, where they express antisemitic sentiments. The effect of his ideas can be traced in many of the arts throughout the 20th century; his influence spread beyond composition into conducting, philosophy, literature, the visual arts and theatre."
"Wagner, Johann Christoph",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=11594,No Wikipedia Entry Available for this artist
"Wagner, Johann Michael",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=34755,No Wikipedia Entry Available for this artist
"Wagner, Joseph",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=3335,No Wikipedia Entry Available for this artist
"Wagner, Karl Ernest Ludwig",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=14245,No Wikipedia Entry Available for this artist
"Wagner, Morgan",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=35142,No Wikipedia Entry Available for this artist
"Wagner, Stephanie",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=25881,No Wikipedia Entry Available for this artist
"Wagner, Théo",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=27271,No Wikipedia Entry Available for this artist
"Wagner, Théophile Pierre",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=27271,"Charles Pierre Baudelaire (UK: , US: ; French: [ʃaʁl bodlɛʁ] (listen); April 9, 1821 – August 31, 1867) was a French poet who also produced notable work as an essayist, art critic, and pioneering translator of Edgar Allan Poe.
His most famous work, a book of lyric poetry titled Les Fleurs du mal (The Flowers of Evil), expresses the changing nature of beauty in modern, and rapidly industrializing Paris during the mid-19th century. Baudelaire's highly original style of prose-poetry influenced a whole generation of poets including Paul Verlaine, Arthur Rimbaud and Stéphane Mallarmé, among many others. He is credited with coining the term ""modernity"" (modernité) to designate the fleeting, ephemeral experience of life in an urban metropolis, and the responsibility of artistic expression to capture that experience."
"Wahl, Theodore",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=34111,No Wikipedia Entry Available for this artist
"Wakita, Kazu",https://web.archive.org/web/20121007173001/http://www.nga.gov/cgi-bin/tsearch?artistid=3355,No Wikipedia Entry Available for this artist
